City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
528,Alekseyevsk,RU,2022-05-28 17:10:26,57.8406,108.3492,39.56,63,100,3.85,overcast clouds
529,Savannah Bight,HN,2022-05-28 17:10:26,16.45,-85.85,81.34,80,100,15.84,overcast clouds
530,Quatre Cocos,MU,2022-05-28 17:10:26,-20.2078,57.7625,75.31,74,5,20.09,clear sky
531,Mandalgovi,MN,2022-05-28 17:08:07,45.7625,106.2708,38.59,57,8,13.13,clear sky
532,Dudinka,RU,2022-05-28 17:10:27,69.4058,86.1778,33.62,78,5,14.25,clear sky
533,Queimadas,BR,2022-05-28 17:10:27,-10.9783,-39.6264,86.13,36,7,10.36,clear sky
534,Saint-Leu,RE,2022-05-28 17:10:28,-21.15,55.2833,72.46,69,31,16.69,scattered clouds
535,Syracuse,IT,2022-05-28 17:09:12,37.0881,15.2792,76.37,56,2,17.13,clear sky
536,Havre-Saint-Pierre,CA,2022-05-28 17:10:28,50.2334,-63.5986,44.96,93,100,27.63,mist
537,Marystown,CA,2022-05-28 17:10:28,47.1666,-55.1483,42.85,100,100,11.99,overcast clouds
538,Gweta,BW,2022-05-28 17:10:30,-20.1833,25.2333,71.29,29,0,8.08,clear sky
539,Xinqing,CN,2022-05-28 17:10:31,48.2333,129.5,48.65,85,99,2.24,overcast clouds
540,Berlin,DE,2022-05-28 17:10:31,52.5244,13.4105,58.95,66,0,23.0,clear sky
541,Rangapara,IN,2022-05-28 17:10:32,26.8167,92.65,77.04,79,14,3.2,few clouds
542,Guarapari,BR,2022-05-28 17:10:32,-20.6667,-40.4975,78.89,61,100,12.68,overcast clouds
543,Kangaatsiaq,GL,2022-05-28 17:10:34,68.3065,-53.4641,30.38,71,84,14.25,broken clouds
544,Rawson,AR,2022-05-28 17:10:36,-43.3002,-65.1023,46.38,46,54,24.4,broken clouds
545,Lorengau,PG,2022-05-28 17:10:36,-2.0226,147.2712,78.87,76,99,2.77,overcast clouds
546,Roura,GF,2022-05-28 17:10:37,4.7263,-52.3274,85.91,66,40,11.5,scattered clouds
547,Balikpapan,ID,2022-05-28 17:10:37,-1.2675,116.8289,79.79,89,20,2.3,few clouds
548,Antalaha,MG,2022-05-28 17:10:37,-14.9003,50.2788,71.74,84,3,7.99,clear sky
549,Guilin,CN,2022-05-28 17:10:38,25.2819,110.2864,74.37,99,100,1.16,overcast clouds
550,Nizhniy Dzhengutay,RU,2022-05-28 17:10:38,42.7001,47.2449,51.78,79,0,3.0,clear sky
551,Katsina,NG,2022-05-28 17:10:39,12.9894,7.6006,102.18,13,22,4.16,few clouds
552,Kwekwe,ZW,2022-05-28 17:10:40,-18.9281,29.8149,64.72,55,0,4.27,clear sky
553,Douai,FR,2022-05-28 17:10:41,50.3333,3.1667,61.74,55,90,14.32,overcast clouds
554,Ulladulla,AU,2022-05-28 17:10:42,-35.35,150.4667,55.42,86,94,8.66,overcast clouds
555,Santa Rosalia,MX,2022-05-28 17:07:36,27.3167,-112.2833,88.68,20,1,3.29,clear sky
556,Bosaso,SO,2022-05-28 17:10:42,11.2842,49.1816,85.24,65,53,2.21,broken clouds
557,Amuntai,ID,2022-05-28 17:10:43,-2.4177,115.2494,74.91,95,95,0.74,overcast clouds
558,Hovd,MN,2022-05-28 17:10:43,48.0056,91.6419,60.78,37,22,3.2,few clouds
559,Fernley,US,2022-05-28 17:10:43,39.608,-119.2518,67.69,37,13,4.0,few clouds
560,Pampa,US,2022-05-28 17:05:50,35.5362,-100.9599,93.24,27,0,13.8,clear sky
561,Scarborough,GB,2022-05-28 17:10:44,54.2797,-0.4044,56.79,64,40,4.0,scattered clouds
562,Suleja,NG,2022-05-28 17:10:44,9.1758,7.1808,85.87,47,65,1.52,broken clouds
563,Rondonopolis,BR,2022-05-28 17:10:45,-16.4708,-54.6356,94.15,26,2,5.3,clear sky
564,Vaike-Maarja,EE,2022-05-28 17:10:45,59.1264,26.25,46.47,97,100,5.68,overcast clouds
565,Las Rosas,AR,2022-05-28 17:10:45,-32.4766,-61.5804,60.64,60,99,4.25,overcast clouds
566,Saint-Joseph,RE,2022-05-28 17:10:46,-21.3667,55.6167,71.98,69,70,12.08,broken clouds
